date,dividends,ticker,extraction_timestamp
2012-11-20 00:00:00-05:00,0.001875,NVDA,2024-11-01 20:27:34
2013-02-26 00:00:00-05:00,0.001875,NVDA,2024-11-01 20:27:34
2013-05-21 00:00:00-04:00,0.001875,NVDA,2024-11-01 20:27:34
2013-08-20 00:00:00-04:00,0.001875,NVDA,2024-11-01 20:27:34
2013-11-19 00:00:00-05:00,0.002125,NVDA,2024-11-01 20:27:34
2014-02-25 00:00:00-05:00,0.002125,NVDA,2024-11-01 20:27:34
2014-05-20 00:00:00-04:00,0.002125,NVDA,2024-11-01 20:27:34
2014-08-19 00:00:00-04:00,0.002125,NVDA,2024-11-01 20:27:34
2014-11-19 00:00:00-05:00,0.002125,NVDA,2024-11-01 20:27:34
2015-02-24 00:00:00-05:00,0.002125,NVDA,2024-11-01 20:27:34
2015-05-19 00:00:00-04:00,0.00245,NVDA,2024-11-01 20:27:34
2015-08-18 00:00:00-04:00,0.00245,NVDA,2024-11-01 20:27:34
2015-11-18 00:00:00-05:00,0.002875,NVDA,2024-11-01 20:27:34
2016-02-29 00:00:00-05:00,0.002875,NVDA,2024-11-01 20:27:34
2016-05-24 00:00:00-04:00,0.002875,NVDA,2024-11-01 20:27:34
2016-08-23 00:00:00-04:00,0.002875,NVDA,2024-11-01 20:27:34
2016-11-23 00:00:00-05:00,0.0035,NVDA,2024-11-01 20:27:34
2017-02-22 00:00:00-05:00,0.0035,NVDA,2024-11-01 20:27:34
2017-05-19 00:00:00-04:00,0.0035,NVDA,2024-11-01 20:27:34
2017-08-22 00:00:00-04:00,0.0035,NVDA,2024-11-01 20:27:34
2017-11-22 00:00:00-05:00,0.00375,NVDA,2024-11-01 20:27:34
2018-02-22 00:00:00-05:00,0.00375,NVDA,2024-11-01 20:27:34
2018-05-23 00:00:00-04:00,0.00375,NVDA,2024-11-01 20:27:34
2018-08-29 00:00:00-04:00,0.00375,NVDA,2024-11-01 20:27:34
2018-11-29 00:00:00-05:00,0.004,NVDA,2024-11-01 20:27:34
2019-02-28 00:00:00-05:00,0.004,NVDA,2024-11-01 20:27:34
2019-05-30 00:00:00-04:00,0.004,NVDA,2024-11-01 20:27:34
2019-08-28 00:00:00-04:00,0.004,NVDA,2024-11-01 20:27:34
2019-11-27 00:00:00-05:00,0.004,NVDA,2024-11-01 20:27:34
2020-02-27 00:00:00-05:00,0.004,NVDA,2024-11-01 20:27:34
2020-06-04 00:00:00-04:00,0.004,NVDA,2024-11-01 20:27:34
2020-09-01 00:00:00-04:00,0.004,NVDA,2024-11-01 20:27:34
2020-12-03 00:00:00-05:00,0.004,NVDA,2024-11-01 20:27:34
2021-03-09 00:00:00-05:00,0.004,NVDA,2024-11-01 20:27:34
2021-06-09 00:00:00-04:00,0.004,NVDA,2024-11-01 20:27:34
2021-08-31 00:00:00-04:00,0.004,NVDA,2024-11-01 20:27:34
2021-12-01 00:00:00-05:00,0.004,NVDA,2024-11-01 20:27:34
2022-03-02 00:00:00-05:00,0.004,NVDA,2024-11-01 20:27:34
2022-06-08 00:00:00-04:00,0.004,NVDA,2024-11-01 20:27:34
2022-09-07 00:00:00-04:00,0.004,NVDA,2024-11-01 20:27:34
2022-11-30 00:00:00-05:00,0.004,NVDA,2024-11-01 20:27:34
2023-03-07 00:00:00-05:00,0.004,NVDA,2024-11-01 20:27:34
2023-06-07 00:00:00-04:00,0.004,NVDA,2024-11-01 20:27:34
2023-09-06 00:00:00-04:00,0.004,NVDA,2024-11-01 20:27:34
2023-12-05 00:00:00-05:00,0.004,NVDA,2024-11-01 20:27:34
2024-03-05 00:00:00-05:00,0.004,NVDA,2024-11-01 20:27:34
2024-06-11 00:00:00-04:00,0.01,NVDA,2024-11-01 20:27:34
2024-09-12 00:00:00-04:00,0.01,NVDA,2024-11-01 20:27:34
2003-02-19 00:00:00-05:00,0.08,MSFT,2024-11-01 20:27:34
2003-10-15 00:00:00-04:00,0.16,MSFT,2024-11-01 20:27:34
2004-08-23 00:00:00-04:00,0.08,MSFT,2024-11-01 20:27:34
2004-11-15 00:00:00-05:00,3.08,MSFT,2024-11-01 20:27:34
2005-02-15 00:00:00-05:00,0.08,MSFT,2024-11-01 20:27:34
2005-05-16 00:00:00-04:00,0.08,MSFT,2024-11-01 20:27:34
2005-08-15 00:00:00-04:00,0.08,MSFT,2024-11-01 20:27:34
2005-11-15 00:00:00-05:00,0.08,MSFT,2024-11-01 20:27:34
2006-02-15 00:00:00-05:00,0.09,MSFT,2024-11-01 20:27:34
2006-05-15 00:00:00-04:00,0.09,MSFT,2024-11-01 20:27:34
2006-08-15 00:00:00-04:00,0.09,MSFT,2024-11-01 20:27:34
2006-11-14 00:00:00-05:00,0.1,MSFT,2024-11-01 20:27:34
2007-02-13 00:00:00-05:00,0.1,MSFT,2024-11-01 20:27:34
2007-05-15 00:00:00-04:00,0.1,MSFT,2024-11-01 20:27:34
2007-08-14 00:00:00-04:00,0.1,MSFT,2024-11-01 20:27:34
2007-11-13 00:00:00-05:00,0.11,MSFT,2024-11-01 20:27:34
2008-02-19 00:00:00-05:00,0.11,MSFT,2024-11-01 20:27:34
2008-05-13 00:00:00-04:00,0.11,MSFT,2024-11-01 20:27:34
2008-08-19 00:00:00-04:00,0.11,MSFT,2024-11-01 20:27:34
2008-11-18 00:00:00-05:00,0.13,MSFT,2024-11-01 20:27:34
2009-02-17 00:00:00-05:00,0.13,MSFT,2024-11-01 20:27:34
2009-05-19 00:00:00-04:00,0.13,MSFT,2024-11-01 20:27:34
2009-08-18 00:00:00-04:00,0.13,MSFT,2024-11-01 20:27:34
2009-11-17 00:00:00-05:00,0.13,MSFT,2024-11-01 20:27:34
2010-02-16 00:00:00-05:00,0.13,MSFT,2024-11-01 20:27:34
2010-05-18 00:00:00-04:00,0.13,MSFT,2024-11-01 20:27:34
2010-08-17 00:00:00-04:00,0.13,MSFT,2024-11-01 20:27:34
2010-11-16 00:00:00-05:00,0.16,MSFT,2024-11-01 20:27:34
2011-02-15 00:00:00-05:00,0.16,MSFT,2024-11-01 20:27:34
2011-05-17 00:00:00-04:00,0.16,MSFT,2024-11-01 20:27:34
2011-08-16 00:00:00-04:00,0.16,MSFT,2024-11-01 20:27:34
2011-11-15 00:00:00-05:00,0.2,MSFT,2024-11-01 20:27:34
2012-02-14 00:00:00-05:00,0.2,MSFT,2024-11-01 20:27:34
2012-05-15 00:00:00-04:00,0.2,MSFT,2024-11-01 20:27:34
2012-08-14 00:00:00-04:00,0.2,MSFT,2024-11-01 20:27:34
2012-11-13 00:00:00-05:00,0.23,MSFT,2024-11-01 20:27:34
2013-02-19 00:00:00-05:00,0.23,MSFT,2024-11-01 20:27:34
2013-05-14 00:00:00-04:00,0.23,MSFT,2024-11-01 20:27:34
2013-08-13 00:00:00-04:00,0.23,MSFT,2024-11-01 20:27:34
2013-11-19 00:00:00-05:00,0.28,MSFT,2024-11-01 20:27:34
2014-02-18 00:00:00-05:00,0.28,MSFT,2024-11-01 20:27:34
2014-05-13 00:00:00-04:00,0.28,MSFT,2024-11-01 20:27:34
2014-08-19 00:00:00-04:00,0.28,MSFT,2024-11-01 20:27:34
2014-11-18 00:00:00-05:00,0.31,MSFT,2024-11-01 20:27:34
2015-02-17 00:00:00-05:00,0.31,MSFT,2024-11-01 20:27:34
2015-05-19 00:00:00-04:00,0.31,MSFT,2024-11-01 20:27:34
2015-08-18 00:00:00-04:00,0.31,MSFT,2024-11-01 20:27:34
2015-11-17 00:00:00-05:00,0.36,MSFT,2024-11-01 20:27:34
2016-02-16 00:00:00-05:00,0.36,MSFT,2024-11-01 20:27:34
2016-05-17 00:00:00-04:00,0.36,MSFT,2024-11-01 20:27:34
2016-08-16 00:00:00-04:00,0.36,MSFT,2024-11-01 20:27:34
2016-11-15 00:00:00-05:00,0.39,MSFT,2024-11-01 20:27:34
2017-02-14 00:00:00-05:00,0.39,MSFT,2024-11-01 20:27:34
2017-05-16 00:00:00-04:00,0.39,MSFT,2024-11-01 20:27:34
2017-08-15 00:00:00-04:00,0.39,MSFT,2024-11-01 20:27:34
2017-11-15 00:00:00-05:00,0.42,MSFT,2024-11-01 20:27:34
2018-02-14 00:00:00-05:00,0.42,MSFT,2024-11-01 20:27:34
2018-05-16 00:00:00-04:00,0.42,MSFT,2024-11-01 20:27:34
2018-08-15 00:00:00-04:00,0.42,MSFT,2024-11-01 20:27:34
2018-11-14 00:00:00-05:00,0.46,MSFT,2024-11-01 20:27:34
2019-02-20 00:00:00-05:00,0.46,MSFT,2024-11-01 20:27:34
2019-05-15 00:00:00-04:00,0.46,MSFT,2024-11-01 20:27:34
2019-08-14 00:00:00-04:00,0.46,MSFT,2024-11-01 20:27:34
2019-11-20 00:00:00-05:00,0.51,MSFT,2024-11-01 20:27:34
2020-02-19 00:00:00-05:00,0.51,MSFT,2024-11-01 20:27:34
2020-05-20 00:00:00-04:00,0.51,MSFT,2024-11-01 20:27:34
2020-08-19 00:00:00-04:00,0.51,MSFT,2024-11-01 20:27:34
2020-11-18 00:00:00-05:00,0.56,MSFT,2024-11-01 20:27:34
2021-02-17 00:00:00-05:00,0.56,MSFT,2024-11-01 20:27:34
2021-05-19 00:00:00-04:00,0.56,MSFT,2024-11-01 20:27:34
2021-08-18 00:00:00-04:00,0.56,MSFT,2024-11-01 20:27:34
2021-11-17 00:00:00-05:00,0.62,MSFT,2024-11-01 20:27:34
2022-02-16 00:00:00-05:00,0.62,MSFT,2024-11-01 20:27:34
2022-05-18 00:00:00-04:00,0.62,MSFT,2024-11-01 20:27:34
2022-08-17 00:00:00-04:00,0.62,MSFT,2024-11-01 20:27:34
2022-11-16 00:00:00-05:00,0.68,MSFT,2024-11-01 20:27:34
2023-02-15 00:00:00-05:00,0.68,MSFT,2024-11-01 20:27:34
2023-05-17 00:00:00-04:00,0.68,MSFT,2024-11-01 20:27:34
2023-08-16 00:00:00-04:00,0.68,MSFT,2024-11-01 20:27:34
2023-11-15 00:00:00-05:00,0.75,MSFT,2024-11-01 20:27:34
2024-02-14 00:00:00-05:00,0.75,MSFT,2024-11-01 20:27:34
2024-05-15 00:00:00-04:00,0.75,MSFT,2024-11-01 20:27:34
2024-08-15 00:00:00-04:00,0.75,MSFT,2024-11-01 20:27:34
2010-12-13 00:00:00-05:00,0.007,AVGO,2024-11-01 20:27:34
2011-03-16 00:00:00-04:00,0.008,AVGO,2024-11-01 20:27:34
2011-06-15 00:00:00-04:00,0.009,AVGO,2024-11-01 20:27:34
2011-09-15 00:00:00-04:00,0.011,AVGO,2024-11-01 20:27:34
2011-12-15 00:00:00-05:00,0.012,AVGO,2024-11-01 20:27:34
2012-03-15 00:00:00-04:00,0.013,AVGO,2024-11-01 20:27:34
2012-06-14 00:00:00-04:00,0.015,AVGO,2024-11-01 20:27:34
2012-09-18 00:00:00-04:00,0.016,AVGO,2024-11-01 20:27:34
2012-12-13 00:00:00-05:00,0.017,AVGO,2024-11-01 20:27:34
2013-03-21 00:00:00-04:00,0.019,AVGO,2024-11-01 20:27:34
2013-06-13 00:00:00-04:00,0.021,AVGO,2024-11-01 20:27:34
2013-09-17 00:00:00-04:00,0.023,AVGO,2024-11-01 20:27:34
2013-12-18 00:00:00-05:00,0.025,AVGO,2024-11-01 20:27:34
2014-03-18 00:00:00-04:00,0.027,AVGO,2024-11-01 20:27:34
2014-06-17 00:00:00-04:00,0.029,AVGO,2024-11-01 20:27:34
2014-09-17 00:00:00-04:00,0.032,AVGO,2024-11-01 20:27:34
2014-12-17 00:00:00-05:00,0.035,AVGO,2024-11-01 20:27:34
2015-03-18 00:00:00-04:00,0.038,AVGO,2024-11-01 20:27:34
2015-06-17 00:00:00-04:00,0.04,AVGO,2024-11-01 20:27:34
2015-09-16 00:00:00-04:00,0.042,AVGO,2024-11-01 20:27:34
2015-12-16 00:00:00-05:00,0.044,AVGO,2024-11-01 20:27:34
2016-03-16 00:00:00-04:00,0.049,AVGO,2024-11-01 20:27:34
2016-06-15 00:00:00-04:00,0.05,AVGO,2024-11-01 20:27:34
2016-09-15 00:00:00-04:00,0.051,AVGO,2024-11-01 20:27:34
2016-12-14 00:00:00-05:00,0.102,AVGO,2024-11-01 20:27:34
2017-03-16 00:00:00-04:00,0.102,AVGO,2024-11-01 20:27:34
2017-06-15 00:00:00-04:00,0.102,AVGO,2024-11-01 20:27:34
2017-09-18 00:00:00-04:00,0.102,AVGO,2024-11-01 20:27:34
2017-12-18 00:00:00-05:00,0.175,AVGO,2024-11-01 20:27:34
2018-03-21 00:00:00-04:00,0.35,AVGO,2024-11-01 20:27:34
2018-06-19 00:00:00-04:00,0.35,AVGO,2024-11-01 20:27:34
2018-09-18 00:00:00-04:00,0.175,AVGO,2024-11-01 20:27:34
2018-12-18 00:00:00-05:00,0.265,AVGO,2024-11-01 20:27:34
2019-03-20 00:00:00-04:00,0.265,AVGO,2024-11-01 20:27:34
2019-06-21 00:00:00-04:00,0.265,AVGO,2024-11-01 20:27:34
2019-09-20 00:00:00-04:00,0.265,AVGO,2024-11-01 20:27:34
2019-12-20 00:00:00-05:00,0.325,AVGO,2024-11-01 20:27:34
2020-03-20 00:00:00-04:00,0.325,AVGO,2024-11-01 20:27:34
2020-06-19 00:00:00-04:00,0.325,AVGO,2024-11-01 20:27:34
2020-09-21 00:00:00-04:00,0.325,AVGO,2024-11-01 20:27:34
2020-12-18 00:00:00-05:00,0.36,AVGO,2024-11-01 20:27:34
2021-03-19 00:00:00-04:00,0.36,AVGO,2024-11-01 20:27:34
2021-06-21 00:00:00-04:00,0.36,AVGO,2024-11-01 20:27:34
2021-09-21 00:00:00-04:00,0.36,AVGO,2024-11-01 20:27:34
2021-12-21 00:00:00-05:00,0.41,AVGO,2024-11-01 20:27:34
2022-03-21 00:00:00-04:00,0.41,AVGO,2024-11-01 20:27:34
2022-06-21 00:00:00-04:00,0.41,AVGO,2024-11-01 20:27:34
2022-09-21 00:00:00-04:00,0.41,AVGO,2024-11-01 20:27:34
2022-12-19 00:00:00-05:00,0.46,AVGO,2024-11-01 20:27:34
2023-03-21 00:00:00-04:00,0.46,AVGO,2024-11-01 20:27:34
2023-06-21 00:00:00-04:00,0.46,AVGO,2024-11-01 20:27:34
2023-09-20 00:00:00-04:00,0.46,AVGO,2024-11-01 20:27:34
2023-12-19 00:00:00-05:00,0.525,AVGO,2024-11-01 20:27:34
2024-03-20 00:00:00-04:00,0.525,AVGO,2024-11-01 20:27:34
2024-06-24 00:00:00-04:00,0.525,AVGO,2024-11-01 20:27:34
2024-09-19 00:00:00-04:00,0.53,AVGO,2024-11-01 20:27:34
2009-04-06 00:00:00-04:00,0.05,ORCL,2024-11-01 20:27:35
2009-07-13 00:00:00-04:00,0.05,ORCL,2024-11-01 20:27:35
2009-10-09 00:00:00-04:00,0.05,ORCL,2024-11-01 20:27:35
2010-01-14 00:00:00-05:00,0.05,ORCL,2024-11-01 20:27:35
2010-04-12 00:00:00-04:00,0.05,ORCL,2024-11-01 20:27:35
2010-07-12 00:00:00-04:00,0.05,ORCL,2024-11-01 20:27:35
2010-10-04 00:00:00-04:00,0.05,ORCL,2024-11-01 20:27:35
2011-01-14 00:00:00-05:00,0.05,ORCL,2024-11-01 20:27:35
2011-04-11 00:00:00-04:00,0.06,ORCL,2024-11-01 20:27:35
2011-07-11 00:00:00-04:00,0.06,ORCL,2024-11-01 20:27:35
2011-10-07 00:00:00-04:00,0.06,ORCL,2024-11-01 20:27:35
2012-01-09 00:00:00-05:00,0.06,ORCL,2024-11-01 20:27:35
2012-04-09 00:00:00-04:00,0.06,ORCL,2024-11-01 20:27:35
2012-07-11 00:00:00-04:00,0.06,ORCL,2024-11-01 20:27:35
2012-10-10 00:00:00-04:00,0.06,ORCL,2024-11-01 20:27:35
2012-12-12 00:00:00-05:00,0.18,ORCL,2024-11-01 20:27:35
2013-07-10 00:00:00-04:00,0.12,ORCL,2024-11-01 20:27:35
2013-10-04 00:00:00-04:00,0.12,ORCL,2024-11-01 20:27:35
2014-01-03 00:00:00-05:00,0.12,ORCL,2024-11-01 20:27:35
2014-04-04 00:00:00-04:00,0.12,ORCL,2024-11-01 20:27:35
2014-07-07 00:00:00-04:00,0.12,ORCL,2024-11-01 20:27:35
2014-10-06 00:00:00-04:00,0.12,ORCL,2024-11-01 20:27:35
2015-01-05 00:00:00-05:00,0.12,ORCL,2024-11-01 20:27:35
2015-04-02 00:00:00-04:00,0.15,ORCL,2024-11-01 20:27:35
2015-07-06 00:00:00-04:00,0.15,ORCL,2024-11-01 20:27:35
2015-10-09 00:00:00-04:00,0.15,ORCL,2024-11-01 20:27:35
2016-01-04 00:00:00-05:00,0.15,ORCL,2024-11-01 20:27:35
2016-04-12 00:00:00-04:00,0.15,ORCL,2024-11-01 20:27:35
2016-07-01 00:00:00-04:00,0.15,ORCL,2024-11-01 20:27:35
2016-10-07 00:00:00-04:00,0.15,ORCL,2024-11-01 20:27:35
2017-01-03 00:00:00-05:00,0.15,ORCL,2024-11-01 20:27:35
2017-04-10 00:00:00-04:00,0.19,ORCL,2024-11-01 20:27:35
2017-07-17 00:00:00-04:00,0.19,ORCL,2024-11-01 20:27:35
2017-10-10 00:00:00-04:00,0.19,ORCL,2024-11-01 20:27:35
2018-01-09 00:00:00-05:00,0.19,ORCL,2024-11-01 20:27:35
2018-04-16 00:00:00-04:00,0.19,ORCL,2024-11-01 20:27:35
2018-07-16 00:00:00-04:00,0.19,ORCL,2024-11-01 20:27:35
2018-10-15 00:00:00-04:00,0.19,ORCL,2024-11-01 20:27:35
2019-01-15 00:00:00-05:00,0.19,ORCL,2024-11-01 20:27:35
2019-04-10 00:00:00-04:00,0.24,ORCL,2024-11-01 20:27:35
2019-07-16 00:00:00-04:00,0.24,ORCL,2024-11-01 20:27:35
2019-10-09 00:00:00-04:00,0.24,ORCL,2024-11-01 20:27:35
2020-01-08 00:00:00-05:00,0.24,ORCL,2024-11-01 20:27:35
2020-04-08 00:00:00-04:00,0.24,ORCL,2024-11-01 20:27:35
2020-07-14 00:00:00-04:00,0.24,ORCL,2024-11-01 20:27:35
2020-10-07 00:00:00-04:00,0.24,ORCL,2024-11-01 20:27:35
2021-01-06 00:00:00-05:00,0.24,ORCL,2024-11-01 20:27:35
2021-04-07 00:00:00-04:00,0.32,ORCL,2024-11-01 20:27:35
2021-07-14 00:00:00-04:00,0.32,ORCL,2024-11-01 20:27:35
2021-10-08 00:00:00-04:00,0.32,ORCL,2024-11-01 20:27:35
2022-01-06 00:00:00-05:00,0.32,ORCL,2024-11-01 20:27:35
2022-04-07 00:00:00-04:00,0.32,ORCL,2024-11-01 20:27:35
2022-07-11 00:00:00-04:00,0.32,ORCL,2024-11-01 20:27:35
2022-10-11 00:00:00-04:00,0.32,ORCL,2024-11-01 20:27:35
2023-01-09 00:00:00-05:00,0.32,ORCL,2024-11-01 20:27:35
2023-04-10 00:00:00-04:00,0.4,ORCL,2024-11-01 20:27:35
2023-07-11 00:00:00-04:00,0.4,ORCL,2024-11-01 20:27:35
2023-10-11 00:00:00-04:00,0.4,ORCL,2024-11-01 20:27:35
2024-01-10 00:00:00-05:00,0.4,ORCL,2024-11-01 20:27:35
2024-04-09 00:00:00-04:00,0.4,ORCL,2024-11-01 20:27:35
2024-07-11 00:00:00-04:00,0.4,ORCL,2024-11-01 20:27:35
2024-10-10 00:00:00-04:00,0.4,ORCL,2024-11-01 20:27:35
2022-04-19 00:00:00-04:00,0.33,DELL,2024-11-01 20:27:35
2022-07-19 00:00:00-04:00,0.33,DELL,2024-11-01 20:27:35
2022-10-18 00:00:00-04:00,0.33,DELL,2024-11-01 20:27:35
2023-01-24 00:00:00-05:00,0.33,DELL,2024-11-01 20:27:35
2023-04-24 00:00:00-04:00,0.37,DELL,2024-11-01 20:27:35
2023-07-24 00:00:00-04:00,0.37,DELL,2024-11-01 20:27:35
2023-10-23 00:00:00-04:00,0.37,DELL,2024-11-01 20:27:35
2024-01-22 00:00:00-05:00,0.37,DELL,2024-11-01 20:27:35
2024-04-22 00:00:00-04:00,0.445,DELL,2024-11-01 20:27:35
2024-07-23 00:00:00-04:00,0.445,DELL,2024-11-01 20:27:35
2024-10-22 00:00:00-04:00,0.445,DELL,2024-11-01 20:27:35
